片桐,早苗,かたぎり,さなえ,katagiri,sanae,Pa,28,152cm,47kg,92,58,84,3月7日,魚座,O型,右,新潟,ﾏｯｻｰｼﾞ･ｽｰﾊﾟｰ銭湯,和氣あず未
上条,春菜,かみじょう,はるな,kamijo,haruna,Co,18,156cm,42kg,79,56,80,4月10日,牡羊座,O型,右,静岡,猫と縁側でお昼寝,長島光那
神谷,奈緒,かみや,なお,kamiya,nao,Co,17,154cm,44kg,83,58,81,9月16日,乙女座,AB型,左,千葉,ｱﾆﾒ鑑賞,松井恵理子
川島,瑞樹,かわしま,みずき,kawashima,mizuki,Co,28,159cm,44kg,87,57,85,11月25日,射手座,A型,右,大阪,掃除、洗濯,東山奈央
神崎,蘭子,かんざき,らんこ,kanzaki,ranko,Co,14,156cm,41kg,81,57,80,4月8日,牡羊座,A型,右,熊本,絵を描くこと,内田真礼
我那覇,響,がなは,ひびき,ganaha,hibiki,Cu,16,152cm,41kg,83,56,80,10月10日,天秤座,A型,右,765ﾌﾟﾛﾀﾞｸｼｮﾝ,編み物、卓球、散歩,沼倉愛美
菊地,真,きくち,まこと,kikuchi,makoto,Cu,17,159cm,44kg,75,57,78,8月29日,乙女座,O型,右,765ﾌﾟﾛﾀﾞｸｼｮﾝ,ｽﾎﾟｰﾂ全般、ぬいぐるみ集め,平田宏美
如月,千早,きさらぎ,ちはや,kisaragi,chihaya,Co,16,162cm,41kg,72,55,78,2月25日,魚座,A型,右,765ﾌﾟﾛﾀﾞｸｼｮﾝ,音楽鑑賞(ｸﾗｼｯｸ)、ﾄﾚｰﾆﾝｸﾞ,今井麻美
岸部,彩華,きしべ,あやか,kishibe,ayaka,Co,19,162cm,46kg,89,59,85,11月13日,蠍座,A型,右,埼玉,ﾈｲﾙｱｰﾄ・ｴｽﾃ・岩盤浴,
北川,真尋,きたがわ,まひろ,kitagawa,mahiro,Pa,17,158cm,43kg,75,57,79,2月17日,水瓶座,O型,右,香川,走ること･食べること･寝ること,
喜多,日菜子,きた,ひなこ,kita,hinako,Pa,15,151cm,38kg,78,56,78,4月6日,牡羊座,AB型,右,秋田,妄想,
喜多見,柚,きたみ,ゆず,kitami,yuzu,Pa,15,156cm,43kg,82,57,82,12月2日,射手座,B型,左,埼玉,ﾊﾞﾄﾞﾐﾝﾄﾝ,武田羅梨沙多胡
木場,真奈美,きば,まなみ,kiba,manami,Co,25,172cm,50kg,88,60,89,8月8日,獅子座,AB型,右,長崎,筋ﾄﾚ・料理,
木村,夏樹,きむら,なつき,kimura,natsuki,Pa,18,159cm,41kg,82,57,83,8月19日,獅子座,AB型,左,茨城,ﾂｰﾘﾝｸﾞ,安野希世乃
,キャシー・グラハム,,きゃしーぐらはむ,,cathygraham,Pa,15,168cm,49kg,83,56,85,9月19日,乙女座,O型,左,ﾆｭｰﾖｰｸ,ｲﾝﾗｲﾝｽｹｰﾄ･ﾀﾞﾝｽ,
桐野,アヤ,きりの,あや,kirino,aya,Co,19,160cm,43kg,86,56,86,4月8日,牡羊座,A型,右,福岡,格闘技観戦,
桐生,つかさ,きりゅう,つかさ,kiryuu,tsukasa,Co,18,164cm,45kg,83,55,82,2月24日,魚座,A型,右,福井,異業種交流､ﾎｯﾄﾖｶﾞ､ぬか床の世話,
日下部,若葉,くさかべ,わかば,kusakabe,wakaba,Cu,20,148cm,40kg,77,54,78,5月4日,牡牛座,O型,右,群馬,ｼﾞｸﾞｿｰﾊﾟｽﾞﾙ,
工藤,忍,くどう,しのぶ,kudo,shinobu,Cu,16,154cm,41kg,78,54,81,3月9日,魚座,A型,左,青森,おまけ集め,
,クラリス,,くらりす,,clarice,Cu,20,166cm,45kg,80,55,82,8月26日,乙女座,AB型,右,兵庫,ﾎﾞﾗﾝﾃｨｱ,
栗原,ネネ,くりはら,ねね,kurihara,nene,Cu,15,161cm,44kg,77,54,78,9月9日,乙女座,A型,右,群馬,ﾃﾚﾋﾞ鑑賞･健康作り,
黒川,千秋,くろかわ,ちあき,kurokawa,chiaki,Co,20,163cm,45kg,86,57,86,2月26日,魚座,B型,右,北海道,ｸﾗｼｯｸ鑑賞,
,ケイト,,けいと,,kate,Co,20,157cm,45kg,83,59,85,8月15日,獅子座,O型,右,ｲｷﾞﾘｽ,日本の雑誌を見るｺﾄ,
古賀,小春,こが,こはる,koga,koharu,Cu,12,140cm,35kg,72,54,77,4月1日,牡羊座,O型,左,佐賀,ｲｸﾞｱﾅのﾋｮｳくんと遊ぶこと、家のお手伝い,
輿水,幸子,こしみず,さちこ,koshimizu,sachiko,Cu,14,142cm,37kg,74,52,75,11月25日,射手座,B型,左,山梨,勉強ﾉｰﾄの清書,竹達彩奈
小関,麗奈,こせき,れいな,koseki,reina,Pa,13,148cm,41kg,75,50,77,3月5日,魚座,B型,右,山形,いたずら,
小早川,紗枝,こばやかわ,さえ,kobayakawa,sae,Cu,15,148cm,42kg,78,56,80,10月18日,天秤座,AB型,右,京都,日本舞踊,立花理香
小日向,美穂,こひなた,みほ,kohinata,miho,Cu,17,155cm,42kg,82,59,86,12月16日,射手座,O型,左,熊本,ひなたぼっこ,津田美波
小松,伊吹,こまつ,いぶき,komatsu,ibuki,Pa,19,165cm,48kg,85,59,88,11月17日,蠍座,O型,右,茨城,ｽﾄﾘｰﾄﾀﾞﾝｽ･ｽｹﾎﾞｰ･恋愛映画を見る事,
小室,千奈美,こむろ,ちなみ,komuro,chinami,Co,19,164cm,45kg,84,56,82,6月9日,双子座,AB型,右,愛知,ﾀﾞｰﾂ,
西園寺,琴歌,さいおんじ,ことか,saionji,kotoka,Cu,17,156cm,46kg,87,57,85,1月23日,水瓶座,O型,右,東京,押し花作り,
斉藤,洋子,さいとう,ようこ,saito,yoko,Pa,20,157cm,46kg,85,57,82,12月29日,山羊座,O型,右,福岡,半身浴,
冴島,清美,さえじま,きよみ,saejima,kiyomi,Pa,15,153cm,43kg,76,58,78,9月26日,天秤座,A型,右,沖縄,掃除、整理整頓、腕章作り,
榊原,里美,さかきばら,さとみ,sakakibara,satomi,Cu,17,162cm,46kg,91,56,86,8月27日,乙女座,O型,右,山形,甘いお菓子を食べること,
鷺沢,文香,さぎさわ,ふみか,sagisawa,fumika,Co,19,162cm,45kg,84,54,81,10月27日,蠍座,AB型,右,長野,本屋めぐり･栞作り,M・A・O
佐久間,まゆ,さくま,まゆ,sakuma,mayu,Cu,16,153cm,40kg,78,54,80,9月7日,乙女座,B型,両,仙台,お料理、編み物,牧野由依
櫻井,桃華,さくらい,ももか,sakurai,momoka,Cu,12,145cm,39kg,72,53,75,4月8日,牡羊座,A型,右,神戸,ﾃｨｰﾀｲﾑ,照井春佳
佐々木,千枝,ささき,ちえ,sasaki,chie,Co,11,139cm,33kg,73,49,73,6月7日,双子座,AB型,左,富山,裁縫,今井麻夏
佐城,雪美,さじょう,ゆきみ,sajo,yukimi,Co,10,137cm,30kg,63,47,65,9月28日,天秤座,AB型,右,京都,ﾍﾟｯﾄ(黒猫)と会話,
佐藤,心,さとう,しん,sato,shin,Pa,26,166cm,ﾀﾞｲｴｯﾄちゅう,ぼんっ,きゅっ,ぼんっ♪,7月22日,蟹座,AB型,右,長野,ﾄﾞﾚｽｱｯﾌﾟ・衣装作り,花守ゆみり
沢田,麻理菜,さわだ,まりな,sawada,marina,Pa,26,166cm,47kg,87,57,87,5月6日,牡牛座,B型,右,長野,ｻｰﾌｨﾝ,
財前,時子,ざいぜん,ときこ,zaizen,tokiko,Pa,21,168cm,46kg,83,55,85,4月18日,牡羊座,B型,右,名古屋,お仕置き、豚を料理すること,
椎名,法子,しいな,のりこ,shiina,noriko,Cu,13,147cm,38kg,76,55,79,10月10日,天秤座,O型,右,大阪,新作ﾄﾞｰﾅﾂの試食,都丸ちよ
塩見,周子,しおみ,しゅうこ,shiomi,syuko,Co,18,163cm,45kg,82,56,81,12月12日,射手座,B型,左,京都,献血・ﾀﾞｰﾂ,ルゥ ティン
四条,貴音,しじょう,たかね,shij,takane,Co,18,169cm,49kg,90,62,92,1月21日,水瓶座,B型,右,765ﾌﾟﾛﾀﾞｸｼｮﾝ,天体観測、歴史,原由実
篠原,礼,しのはら,れい,shinohara,rei,Co,27,171cm,49kg,93,58,88,11月22日,射手座,B型,左,宮崎,社交ﾀﾞﾝｽ,
渋谷,凛,しぶや,りん,shibuya,rin,Co,15,165cm,44kg,80,56,81,8月10日,獅子座,B型,右,東京,犬の散歩,福原綾香
島村,卯月,しまむら,うづき,shimamura,uzuki,Cu,17,159cm,45kg,83,59,87,4月24日,牡牛座,O型,右,東京,友達と長電話,大橋彩香
首藤,葵,しゅとう,あおい,syuto,aoi,Pa,13,145cm,39kg,73,53,75,8月18日,獅子座,O型,右,大分,魚さばき,
白菊,ほたる,しらぎく,ほたる,shiragiku,hotaru,Cu,13,156cm,42kg,77,53,76,4月19日,牡羊座,AB型,左,鳥取,笑顔の練習・ｱｲﾄﾞﾙﾚｯｽﾝ,
白坂,小梅,しらさか,こうめ,shirasaka,kome,Co,13,142cm,34kg,65,50,70,3月28日,牡羊座,AB型,左,兵庫,ﾎﾗｰ･ｽﾌﾟﾗｯﾀ映画鑑賞　心霊ｽﾎﾟｯﾄ巡り,桜咲千依
城ヶ崎,美嘉,じょうがさき,みか,jogasaki,mika,Pa,17,162cm,43kg,80,56,82,11月12日,蠍座,AB型,左,埼玉,ｶﾗｵｹ,佳村はるか
城ヶ崎,莉嘉,じょうがさき,りか,jogasaki,rika,Pa,12,149cm,36kg,72,54,75,7月30日,獅子座,B型,左,埼玉,ｼｰﾙ集め,山本希望
杉坂,海,すぎさか,うみ,sugisaka,umi,Pa,18,162cm,45kg,88,58,86,7月20日,蟹座,B型,右,山口,ｳｲﾝﾄﾞｻｰﾌｨﾝ,
涼宮,星花,すずみや,せいか,suzumiya,seika,Cu,19,158cm,45kg,82,57,83,8月28日,乙女座,A型,右,岐阜,ﾊﾞｲｵﾘﾝ,
砂塚,あきら,すなづか,あきら,sunazuka,akira,Co,15,154cm,42kg,78,56,78,10月7日,天秤座,B型,右,新潟,ﾌｧｯｼｮﾝ、動画配信、FPS,
関,裕美,せき,ひろみ,seki,hiromi,Cu,14,155cm,43kg,78,55,80,8月17日,獅子座,A型,右,富山,ｱｸｾｻﾘｰ作り,会沢紗弥
瀬名,詩織,せな,しおり,sena,shiori,Co,19,165cm,48kg,85,58,83,1月10日,山羊座,A型,右,沖縄,海沿いを散歩,
仙崎,恵磨,せんざき,えま,senzaki,ema,Pa,21,156cm,45kg,81,55,81,6月27日,蟹座,O型,左,大阪,革小物集め,
相馬,夏美,そうま,なつみ,soma,natsumi,Pa,25,160cm,46kg,83,60,89,7月23日,獅子座,A型,右,京都,ﾗﾝﾆﾝｸﾞ,
高垣,楓,たかがき,かえで,takagaki,kaede,Co,25,171cm,49kg,81,57,83,6月14日,双子座,AB型,左,和歌山,温泉めぐり,早見沙織
高槻,やよい,たかつき,やよい,takatsuki,yayoi,Cu,14,145cm,37kg,74,54,78,3月25日,牡羊座,O型,右,765ﾌﾟﾛﾀﾞｸｼｮﾝ,ｵｾﾛ、野球、家庭菜園,仁後真耶子
高橋,礼子,たかはし,れいこ,takahashi,reiko,Co,31,167cm,51kg,91,62,90,5月8日,牡牛座,O型,右,神奈川,ﾊﾟｰﾃｨｰに行くこと,
鷹富士,茄子,たかふじ,かこ,takafuji,kako,Co,20,160cm,43kg,88,57,88,1月1日,山羊座,AB型,右,島根,隠し芸,
高峯,のあ,たかみね,のあ,takamine,noa,Co,24,168cm,48kg,87,55,86,3月25日,牡羊座,B型,右,奈良,天体観測,
高森,藍子,たかもり,あいこ,takamori,aiko,Pa,16,155cm,42kg,74,60,79,7月25日,獅子座,O型,右,東京,近所の公園をお散歩,金子有希
多田,李衣菜,ただ,りいな,tada,rina,Co,17,152cm,41kg,80,55,81,6月30日,蟹座,A型,右,東京,音楽鑑賞,青木瑠璃子
橘,ありす,たちばな,ありす,tachibana,arisu,Co,12,141cm,34kg,68,52,67,7月31日,獅子座,A型,右,兵庫,ｹﾞｰﾑ･読書(ﾐｽﾃﾘｰ),佐藤亜美菜
月宮,雅,つきみや,みやび,tsukimiya,miyabi,Cu,18,153cm,44kg,86,56,82,10月30日,蠍座,B型,右,東京,ﾏﾏとｼｮｯﾋﾟﾝｸﾞ,
辻野,あかり,つじの,あかり,tsujino,akari,Cu,15,160cm,44kg,80,60,86,11月5日,蠍座,A型,右,山形,ﾗｰﾒﾝ、編み物,
土屋,亜子,つちや,あこ,tsuchiya,ako,Pa,15,156cm,42kg,85,54,83,5月2日,牡牛座,B型,右,静岡,貯金、食べること,
東郷,あい,とうごう,あい,togo,ai,Co,23,167cm,45kg,82,57,83,2月7日,水瓶座,AB型,両,福島,ｻｯｸｽ,
十時,愛梨,ととき,あいり,totoki,airi,Pa,18,161cm,46kg,86,58,88,12月8日,射手座,O型,右,秋田,ｹｰｷ作り,原田ひとみ
道明寺,歌鈴,どうみょうじ,かりん,domyoji,karin,Cu,17,155cm,43kg,80,57,83,1月1日,山羊座,A型,右,奈良,境内のお掃除,新田ひより
中野,有香,なかの,ゆか,nakano,yuka,Cu,18,149cm,40kg,77,57,81,3月23日,牡羊座,B型,右,東京,空手,下地紫野
長富,蓮実,ながとみ,はすみ,nagatomi,hasumi,Cu,16,161cm,45kg,83,56,85,3月19日,魚座,A型,右,島根,ﾎﾞｳﾘﾝｸﾞ･古着屋巡り,
,ナターリア,,なたーりあ,,natalia,Pa,14,155cm,43kg,84,55,86,6月29日,蟹座,A型,右,ﾘｵ･ﾃﾞ･ｼﾞｬﾈｲﾛ,ﾍﾞﾘｰﾀﾞﾝｽ,
並木,芽衣子,なみき,めいこ,namiki,meiko,Pa,22,160cm,44kg,80,57,82,10月14日,天秤座,AB型,右,和歌山,旅行,
成宮,由愛,なるみや,ゆめ,narumiya,yume,Co,13,150cm,40kg,72,51,73,11月3日,蠍座,AB型,両,滋賀,写生・水彩画,
南条,光,なんじょう,ひかる,nanjo,hikaru,Pa,14,140cm,41kg,79,58,80,9月13日,乙女座,B型,右,徳島,特撮番組鑑賞、特撮ごっこ,神谷早矢佳
難波,笑美,なんば,えみ,namba,emi,Pa,17,158cm,45kg,82,56,80,5月1日,牡牛座,O型,右,大阪,お笑いﾗｲﾌﾞ巡り、ﾓﾉﾏﾈ,伊達朱里紗
西川,保奈美,にしかわ,ほなみ,nishikawa,honami,Co,16,155cm,55kg,88,60,86,10月23日,天秤座,A型,両,兵庫,ｵﾍﾟﾗ鑑賞・宝塚鑑賞,
西島,櫂,にしじま,かい,nishijima,kai,Pa,19,172cm,49kg,86,59,83,8月17日,獅子座,O型,右,大阪,水族館巡り,
新田,美波,にった,みなみ,nitta,minami,Co,19,165cm,45kg,82,55,85,7月27日,獅子座,O型,右,広島,ﾗｸﾛｽ、資格取得,洲崎綾
二宮,飛鳥,にのみや,あすか,ninomiya,asuka,Co,14,154cm,42kg,75,55,78,2月3日,水瓶座,B型,右,静岡,ﾍｱｱﾚﾝｼﾞ、ﾗｼﾞｵを聴くこと、漫画を描くこと,青木志貴
丹羽,仁美,にわ,ひとみ,niwa,hitomi,Cu,18,157cm,43kg,81,55,79,6月4日,双子座,B型,右,名古屋,史跡巡り･武将ｸﾞｯｽﾞ収集,
野々村,そら,ののむら,そら,nonomura,sora,Pa,15,157cm,46kg,84,57,85,1月3日,山羊座,B型,右,福岡,友達と電話,
萩原,雪歩,はぎわら,ゆきほ,hagiwara,yukiho,Pa,17,155cm,42kg,81,56,81,12月24日,山羊座,A型,右,765ﾌﾟﾛﾀﾞｸｼｮﾝ,MY詩集を書くこと、日本茶、ﾌﾞﾛｸﾞ,浅倉杏美
服部,瞳子,はっとり,とうこ,hattori,toko,Co,25,169cm,48kg,78,57,80,10月11日,天秤座,O型,左,大分,熱帯魚観賞・温泉めぐり,
浜川,愛結奈,はまかわ,あゆな,hamakawa,ayuna,Pa,22,168cm,50kg,92,58,85,5月25日,双子座,B型,右,大阪,乗馬,
浜口,あやめ,はまぐち,あやめ,hamaguchi,ayame,Pa,15,154cm,42kg,78,55,80,1月13日,山羊座,A型,左,三重,時代劇鑑賞、忍者ｸﾞｯｽﾞ収集、撮影所巡り,田澤茉純
早坂,美玲,はやさか,みれい,hayasaka,mirei,Cu,14,147cm,39kg,75,54,77,5月9日,牡牛座,B型,右,宮城,ぬいぐるみ集め,朝井彩加
速水,奏,はやみ,かなで,hayami,kanade,Co,17,162cm,43kg,86,55,84,7月1日,蟹座,O型,右,東京,映画観賞,飯田友子
原田,美世,はらだ,みよ,harada,miyo,Cu,20,163cm,46kg,86,59,85,11月14日,蠍座,O型,右,石川,ｸﾙﾏ･ﾊﾞｲｸいじり,
柊,志乃,ひいらぎ,しの,hiragi,shino,Co,31,167cm,43kg,84,54,83,12月25日,山羊座,AB型,左,山梨,ﾜｲﾝﾂｰﾘｽﾞﾑ(産地巡り),
日高,愛,ひだか,あい,hidaka,ai,Cu,13,149cm,40kg,78,55,79,6月25日,蟹座,O型,右,876ﾌﾟﾛﾀﾞｸｼｮﾝ,ﾊﾞｰｹﾞﾝの1点買い、金魚すくい,戸松遥
日野,茜,ひの,あかね,hino,akane,Pa,17,148cm,40kg,80,60,82,8月4日,獅子座,AB型,右,栃木,ﾗｸﾞﾋﾞｰ観戦,赤崎千夏
姫川,友紀,ひめかわ,ゆき,himekawa,yuki,Pa,20,161cm,44kg,80,57,80,9月14日,乙女座,A型,右,宮崎,野球観戦,杜野まこ
兵藤,レナ,ひょうどう,れな,hyodo,rena,Cu,27,167cm,48kg,92,56,84,10月3日,天秤座,O型,左,東京,ﾄﾗﾝﾌﾟ,
福山,舞,ふくやま,まい,fukuyama,mai,Cu,10,132cm,28kg,64,56,70,1月21日,水瓶座,O型,左,兵庫,一輪車,
藤居,朋,ふじい,とも,fujii,tomo,Co,19,163cm,45kg,78,57,83,7月1日,蟹座,O型,右,滋賀,占い,
藤本,里奈,ふじもと,りな,fujimoto,rina,Cu,18,154cm,41kg,77,55,80,10月14日,天秤座,A型,右,湘南,単車乗り､ｺﾝﾋﾞﾆで立ち読み,金子真由美
藤原,肇,ふじわら,はじめ,fujiwara,hajime,Co,16,161cm,43kg,80,55,84,6月15日,双子座,B型,両,岡山,陶芸、釣り,鈴木みのり
双葉,杏,ふたば,あんず,futaba,anzu,Cu,17,139cm,30kg,？,？,？,9月2日,花も恥らう乙女座,B型,右,北海道,なし,五十嵐裕美
双海,亜美,ふたみ,あみ,futami,ami,Pa,13,158cm,42kg,78,55,77,5月22日,双子座,B型,右,765ﾌﾟﾛﾀﾞｸｼｮﾝ,ﾒｰﾙ、ｴｺ,下田麻美
双海,真美,ふたみ,まみ,futami,mami,Pa,13,158cm,42kg,78,55,77,5月22日,双子座,B型,左,765ﾌﾟﾛﾀﾞｸｼｮﾝ,ﾒｰﾙ、ｹﾞｰﾑ,下田麻美
古澤,頼子,ふるさわ,よりこ,furusawa,yoriko,Co,17,165cm,45kg,80,59,83,5月18日,牡牛座,A型,左,茨城,美術展・博物展観覧,
,ヘレン,,へれん,,helen,Co,24,158cm,46kg,90,58,81,4月4日,牡羊座,AB型,右,海の向こう,DVD鑑賞,
北条,加蓮,ほうじょう,かれん,hojo,karen,Co,16,155cm,42kg,83,55,81,9月5日,乙女座,B型,右,東京,ﾈｲﾙ,渕上舞
星井,美希,ほしい,みき,hoshii,miki,Pa,15,161cm,45kg,86,55,83,11月23日,射手座,B型,右,765ﾌﾟﾛﾀﾞｸｼｮﾝ,友達とおしゃべり、ﾈｲﾙｱｰﾄ,長谷川明子
星,輝子,ほし,しょうこ,hoshi,syoko,Pa,15,142cm,35kg,73,53,75,6月6日,双子座,B型,左,福島,ｷﾉｺ栽培,松田颯水
堀,裕子,ほり,ゆうこ,hori,yuko,Pa,16,157cm,44kg,81,58,80,3月13日,魚座,O型,右,福井,ｻｲｷｯｸﾄﾚｰﾆﾝｸﾞ,鈴木絵理
本田,未央,ほんだ,みお,honda,mio,Pa,15,161cm,46kg,84,58,87,12月1日,射手座,B型,右,千葉,ｼｮｯﾋﾟﾝｸﾞ,原紗友里
前川,みく,まえかわ,みく,maekawa,miku,Cu,15,152cm,45kg,85,55,81,2月22日,魚座,B型,右,大阪,猫ｶﾌｪ巡り,高森奈津美
